"Date","open INSE Price in USD","high INSE Price in USD","low INSE Price in USD","close INSE Price in USD","INSE Volume","Days to cover 3m (on loan)","Cost To Borrow","Exchange Reported SI","Estimated Short Interest","Dividends","hidden"
"29-Dec-16",8.25,8.25,7.5,8.1,13988
"04-Dec-19",6.49,7.5,6.17,6.93,27942,6.018069,1.6778,,131585.2032
"05-Dec-19",7.06,7.21,6.765,7.12,14931,5.872531,1.6332,,130734.4368
"06-Dec-19",7.4,7.49,7.08,7.08,11909,4.8678,1.4033,,109483.0011
"09-Dec-19",7.23,7.23,6.77,6.93,6109,4.48505,1.4784,,100354.9866
"10-Dec-19",7.03,7.04,6.905,7.04,5437,4.668874,1.4457,,125503.602
"11-Dec-19",6.984,7.16,6.984,7.16,1827,4.567011,1.4668,,122452.884
"12-Dec-19",7.0796,7.0796,6.77,6.96,3238,4.615458,1.3939,,123464.352
"13-Dec-19",6.99,7.07,6.99,7.01,3033,4.914468,1.3618,140733,129321.078
"16-Dec-19",7.07,7.07,6.7,7.07,3274,5.943089,1.3596,,152960.064
"17-Dec-19",6.95,6.99,6.9,6.9,3081,6.319722,1.3753,,157038.564
"18-Dec-19",6.81,6.81,6.69,6.69,5144,6.494943,1.3693,,156777.54
"19-Dec-19",6.77,6.86,6.09,6.82,5051,6.62527,1.3713,,156027.096
"20-Dec-19",6.83,6.93,6.8,6.81,15446,6.377443,1.3743,,152715.354
"23-Dec-19",6.81,6.81,6.58,6.61,3338,6.829291,1.3691,,151785.456
"24-Dec-19",6.707,6.74,6.707,6.74,909
"25-Dec-19",,,,,,7.614039,1.2984,,184318.0101
"26-Dec-19",6.805,6.94,6.6675,6.94,5868,7.447053,1.306,,179068.6692
"27-Dec-19",6.96,6.96,6.6,6.9,26770
"30-Dec-19",6.81,6.9,6.74,6.74,2904,7.213847,1.298,,178787.2032
"31-Dec-19",6.77,6.77,6.65,6.75,8308,7.490218,1.2652,134751,185429.8008
"01-Jan-20",,,,,,7.529782,1.2652,,185429.8008
"02-Jan-20",6.82,6.89,6.8,6.81,2494,7.710065,1.2795,,184880.9421
"03-Jan-20",6.85,7.25,6.85,7.11,15393,7.770035,1.259,,185148.3348
"06-Jan-20",6.7,7.18,6.7,7.12,14563
"07-Jan-20",6.89,7.26,6.89,7.15,16378,7.895323,1.201,,196224.0219
"08-Jan-20",7,7,6.8,6.85,19765,7.423199,1.2286,,187920.7749
"09-Jan-20",6.8,6.8,6.68,6.71,5232,7.267474,1.2401,,180996.7113
"10-Jan-20",6.55,6.58,6.38,6.54,7288,8.124517,1.143,,148023.9735
"13-Jan-20",6.54,6.62,6.19,6.62,7759,6.832923,1.2089,,122879.4369
"14-Jan-20",6.53,6.54,6.45,6.46,7052,7.24784,1.1599,,129926.9142
"15-Jan-20",6.5,6.5,6.15,6.22,9266,7.466667,1.1285,124752,135155.253
"16-Jan-20",6.31,6.31,5.83,5.83,51284,6.602703,1.1056,,128714.1552
"17-Jan-20",5.85,6.81,5.85,6.7,33213,6.415731,1.1169,,129926.9142
"20-Jan-20",,,,,,6.334575,1.1169,,129926.9142
"21-Jan-20",6.715,6.835,6.26,6.65,12709,6.05587,1.1597,,124698.5754
"22-Jan-20",6.65,6.8,6.65,6.8,4259,6.47714,1.1991,,133349.5896
"23-Jan-20",6.71,6.85,6.71,6.79,21233,6.417214,1.187,,135559.506
"24-Jan-20",6.71,6.86,6.7,6.7,3114,6.508876,1.1373,,134953.1265
"27-Jan-20",6.68,6.865,6.42,6.42,10277,6.487479,1.1197,,124564.872
"28-Jan-20",6.42,6.455,6.27,6.3,5408,6.664069,1.1143,,126985.0608
"29-Jan-20",6.4,6.46,6.18,6.23,7904,6.544605,1.1207,,124752
"30-Jan-20",6,6.15,6,6.11,4854,6.153694,1.161,,115657.5792
"31-Jan-20",6.25,6.25,5.86,5.86,15729,5.833414,1.1334,111073,111939.9696
"03-Feb-20",5.9,6.35,5.77,5.79,23805,4.932182,1.2097,,96533.0976
"04-Feb-20",5.8,6.19,5.8,6.05,27629,6.010727,1.0297,,120672.6096
"05-Feb-20",6.37,6.37,6.08,6.17,6714,6.680994,0.9701,,132736.128
"06-Feb-20",6.3,6.3334,6.1,6.1,8522,6.695303,0.9925,,133110.384
"07-Feb-20",6.15,6.15,5.95,5.95,4242,6.788266,1.0177,,134033.5488
"10-Feb-20",5.955,6.225,5.93,6.15,11535,6.921038,1.003,,135705.2256
"11-Feb-20",6.15,6.3606,6.15,6.17,3825,7.164036,0.9937,,137963.7733
"12-Feb-20",6.12,6.34,5.93,6.01,13132,7.925276,1.0091,,154724.689
"13-Feb-20",5.96,5.96,5.8,5.85,4516,7.440897,0.9164,,145516.7373
"14-Feb-20",5.85,5.95,5.8,5.92,9195,7.885906,0.9071,110727,155835.419
"17-Feb-20",,,,,,7.785754,0.9071,,155835.419
"18-Feb-20",5.924,5.93,5.76,5.76,2973,6.906695,0.9514,,136619.79
"19-Feb-20",5.8,5.8,5.75,5.75,4578,5.915049,0.9796,,116715.5084
"20-Feb-20",5.742,5.89,5.71,5.89,7370,5.504067,0.995,,107207.6596
"21-Feb-20",5.89,5.96,5.635,5.9,6937,6.153998,0.9673,,115127.1645
"24-Feb-20",5.78,5.88,5.78,5.86,5216,5.973344,0.8743,,113094.5286
"25-Feb-20",5.79,5.79,4.935,4.98,13457,6.060019,0.8729,,115304.8813
"26-Feb-20",5.1,5.25,5.1,5.21,7978,6.507149,0.8879,,87562.9116
"27-Feb-20",4.91,5.1,4.68,4.9,4132,7.322587,0.9473,,97506.1962
"28-Feb-20",4.92,5.4,4.89,5.2,19393,7.68629,0.9381,124795,102876.4557
"02-Mar-20",5.36,5.36,4.83,5.17,7372,7.803412,0.8506,,105356.7405
"03-Mar-20",5.03,5.03,4.81,4.89,11041,7.872114,0.7929,,106674.3918
"04-Mar-20",4.8,5.7,4.8,5.7,14247,8.387591,0.8014,,114657.8085
"05-Mar-20",5.14,5.6,5.14,5.6,11836,9.141791,0.7511,,121855.0635
"06-Mar-20",5.54,5.9,5.54,5.6,7317,8.042938,0.7595,,105910.3755
"09-Mar-20",5.35,5.384,5.09,5.2,15723,7.539267,0.7725,,99886.8267
"10-Mar-20",5.03,5.35,4.81,5.35,10346,7.37121,0.6406,,119266.5815
"11-Mar-20",4.86,5.12,4.8,5.03,10796,7.951737,0.6364,,129749.3615
"12-Mar-20",5.05,5.05,4.67,4.72,41988,7.324485,0.6325,,127053.7895
"13-Mar-20",5.21,5.21,4.52,5.03,18955,7.140174,0.6449,113379,126729.3225
"16-Mar-20",5,5,4.13,4.39,34790,6.716277,0.6109,,124670.205
"17-Mar-20",3.91,3.91,3.66,3.77,27124,7.248033,0.7043,,138959.2325
"18-Mar-20",3.99,3.99,3.22,3.22,12236,7.855682,0.72,,152449.572
"19-Mar-20",3.22,3.36,3.07,3.18,70047,7.657875,0.7151,,161347.4555
"20-Mar-20",3.23,3.38,2.74,3.33,32349,7.258935,0.6907,,158015.429
"23-Mar-20",3.35,3.66,3.11,3.11,7528,8.122515,0.6674,,175162.262
"24-Mar-20",3.36,3.36,2.95,3.15,19892,9.135018,0.6636,,179717.0529
"25-Mar-20",3.17,3.32,3.12,3.32,11254,8.498858,0.7741,,169206.8196
"26-Mar-20",3.57,4.43,3.57,4.43,48298,8.544743,0.7763,,176735.1852
"27-Mar-20",3.92,4.03,3.8,3.8,5291,8.007697,0.7724,,165510.6642
"30-Mar-20",3.729,3.97,3.69,3.86,7231,8.259251,0.7744,,167075.2944
"31-Mar-20",3.8,3.8,3.05,3.38,10205,8.018388,0.7692,83178,163515.1938
"01-Apr-20",3.51,3.51,2.77,2.85,12071,8.130679,0.7865,,166508.3994
"02-Apr-20",2.99,3.68,2.52,2.65,15766,7.772545,0.7663,,159399.5361
"03-Apr-20",2.66,2.75,2.315,2.5,12166,6.85585,0.7535,,142075.2249
"06-Apr-20",2.51,2.6,2.49,2.54,24302,6.954101,0.7582,,145476.5949
"07-Apr-20",2.65,2.65,2.44,2.59,35787,6.667995,0.7145,,142642.1199
"08-Apr-20",2.536,2.73,2.51,2.6,19353,6.667549,0.6935,,143061.6222
"09-Apr-20",2.5,2.62,2.5,2.58,16019,5.945109,0.6598,,64637.6238
"10-Apr-20",,,,,,5.884109,0.6598,,64637.6238
"13-Apr-20",2.54,2.76,2.31,2.32,81235,5.584784,0.6385,,66084.921
"14-Apr-20",2.36,2.43,2.11,2.2,47105,4.920715,0.617,,60445.4526
"15-Apr-20",2.17,2.18,2.02,2.06,72857,4.464258,0.618,70429,58207.9644
"16-Apr-20",2.11,2.11,1.8704,1.99,61760,4.214089,0.5999,,57484.3158
"17-Apr-20",2.85,3.28,2.03,2.12,2428017,2.073314,0.765,,84799.971
"20-Apr-20",2.09,2.17,1.99,2,174247,1.693665,0.6646,,72007.1946
"21-Apr-20",2.03,2.29,1.87,1.99,173766,2.637896,0.74,,115575.831
"22-Apr-20",2.1,2.23,1.99,2.03,172078,1.626992,0.8103,,74211.4116
"23-Apr-20",2.3,2.47,2.15,2.19,295787,1.51159,0.7619,,73920.2886
"24-Apr-20",2.25,2.8,2.24,2.5,617663,1.397486,0.7296,,94079.0582
"27-Apr-20",3.04,3.3,2.76,2.99,1439988,1.288127,0.7114,,111996.1958
"28-Apr-20",3.29,3.29,2.88,3.06,563284,1.218472,0.7469,,115144.3721
"29-Apr-20",3.14,3.19,2.92,2.97,325340,1.625288,0.8009,,160690.8064
"30-Apr-20",2.88,2.9104,2.5501,2.57,261582,1.932624,0.7839,191031,197778.7178
"01-May-20",2.61,3.04,2.5955,2.98,308701,2.04704,0.7517,,220992.1162
"04-May-20",3,3,2.56,2.63,269026,2.052778,0.7193,,228598.4482
"05-May-20",2.7,2.79,2.16,2.25,551480,2.553147,0.7055,,302879.9145
"06-May-20",2.27,2.2962,1.87,1.9,620966,2.322871,0.689,,295365.1402
"07-May-20",2.01,2.09,1.97,2.06,238031,2.426283,0.7172,,316240.2958
"08-May-20",2,2.1938,1.97,2.12,255908,2.273519,0.7657,,304267.3658
"11-May-20",2.1,2.3,1.98,2.24,182143,2.294645,0.7959,,301867.1862
"12-May-20",2.23,2.285,2.17,2.19,240404,2.438699,0.7841,,328554.2169
"13-May-20",2.2,2.2,1.92,1.98,337108,2.219866,0.7743,,308706.096
"14-May-20",1.95,1.99,1.87,1.97,162281,2.121427,0.7694,,299498.4018
"15-May-20",1.97,2.13,1.9,2.11,248329,2.119363,0.8252,348319,306012.5589
"18-May-20",2.26,2.55,2.21,2.5,815255,2.294983,0.8275,,350866.6377
"19-May-20",2.45,2.45,2.24,2.27,167391,2.559673,0.8862,,396886.0056
"20-May-20",2.29,2.47,2.275,2.38,190216,2.175143,0.8546,,342594.9954
"21-May-20",2.38,2.41,2.26,2.37,102272,2.161188,0.8572,,343110.7791
"22-May-20",2.36,2.56,2.26,2.45,171374,2.276152,0.8833,,366301.9425
"25-May-20",,,,,,2.259118,0.8842,,369167.4075
"26-May-20",2.55,2.7799,2.5001,2.68,194777,2.088956,0.8965,,346434.7185
"27-May-20",2.6135,3.25,2.6135,3.06,301312,2.043366,0.9299,,394889.2503
"28-May-20",3.06,3.25,2.79,3.05,201542,1.884632,0.921,,369879.9461
"29-May-20",3.05,3.07,2.5499,2.69,230437,1.51087,0.9008,345510,301400.4307
"01-Jun-20",2.8,3.97,2.78,3.49,1442759,1.408332,0.9137,,307043.1985
"02-Jun-20",3.86,4.04,3.635,3.79,575605,1.441838,1.1292,,321811.9241
"03-Jun-20",3.8,4.05,3.72,3.84,289459,1.4472,1.8409,,329022.1274
"04-Jun-20",3.76,3.79,3.45,3.63,346632,1.780363,10.5618,,413628.8125
"05-Jun-20",3.57,4,3.57,3.87,273211,1.721061,9.3997,,406418.6092
"08-Jun-20",3.99,4,3.55,3.66,261142,1.655078,5.8707,,402970.2511
"09-Jun-20",3.63,3.68,3.1,3.43,206429,1.477432,5.5388,,411191.451
"10-Jun-20",3.4,3.485,3.2041,3.39,112656,1.487752,5.954,,416512.305
"11-Jun-20",3.06,3.1,2.6301,2.75,249316,1.435837,4.5445,,407805.453
"12-Jun-20",2.98,3.138,2.835,2.92,114132,1.863898,5.4749,,532638.216
"15-Jun-20",2.85,3,2.62,2.89,114953,2.161464,6.1873,490072,629346.465
"16-Jun-20",3.18,3.69,3,3.04,308827,1.832681,4.9116,,534987.684
"17-Jun-20",3.12,3.5,2.98,3.38,259393,1.763259,4.8878,,521443.692
"18-Jun-20",3.42,3.42,3.045,3.07,147946,1.666022,4.7686,,496117.809
"19-Jun-20",3.14,3.3,3.01,3.11,178470,1.58809,4.6634,,477356.616
"22-Jun-20",3.11,3.1133,2.95,3.03,153489,1.611708,4.6798,,493457.382
"23-Jun-20",3.06,3.06,2.8,2.9,174378,1.753887,4.3948,,533916.603
"24-Jun-20",2.86,2.86,2.55,2.56,223215,1.745859,4.5401,,418815.5312
"25-Jun-20",2.79,3.05,2.68,3.01,378930,1.895119,4.7284,,463608.112
"26-Jun-20",2.97,3.17,2.83,3.1,947944,1.792744,5.1727,,460716.6872
"29-Jun-20",3.1,3.11,2.93,2.98,107645,2.048189,6.2458,,536089.7608
"30-Jun-20",2.95,2.95,2.86,2.9,62912,1.137285,4.8398,224651,294043.2
"01-Jul-20",2.9,3.0114,2.81,2.85,140164,0.993639,5.0379,,262531.5704
"02-Jul-20",2.9,2.93,2.72,2.78,104725,0.879388,5.1061,,233470.3008
"03-Jul-20",,,,,,0.86634,5.1061,,233470.3008
"06-Jul-20",2.79,2.84,2.725,2.76,26500,0.701853,4.8729,,189265.8064
"07-Jul-20",2.76,2.765,2.64,2.66,50407,0.653901,4.7792,,176572.9416
"08-Jul-20",2.67,2.69,2.51,2.52,179621,0.648876,4.7831,,176474.9272
"09-Jul-20",2.53,2.56,2.385,2.43,92471,0.647137,4.6434,,176670.956
"10-Jul-20",2.45,3.42,2.45,3.28,891526,0.593248,4.5005,,129129.3948
"13-Jul-20",3.78,4.15,3.51,3.63,908141,0.621278,4.6656,,138901.7133
"14-Jul-20",3.65,3.65,3.1101,3.33,230233,0.839398,4.8703,,188953.9561
"15-Jul-20",3.36,3.5,3.31,3.39,128907,0.876616,5.087,252795,198052.3216
"16-Jul-20",3.5,3.5,3.31,3.44,195259,0.788152,4.963,,179069.3121
"17-Jul-20",3.4,3.64,3.28,3.64,108656,0.701546,4.6071,,159726.861
"20-Jul-20",3.64,3.7,3.3134,3.32,177259,0.811668,4.6554,,166084.4843
"21-Jul-20",3.35,3.55,3.35,3.49,133774,0.756813,4.4954,,154537.4229
"22-Jul-20",3.48,3.75,3.36,3.47,109155,0.742527,4.4567,,151122.7277
"23-Jul-20",3.46,3.54,3.39,3.42,107580,0.698738,4.2824,,141754.781
"24-Jul-20",3.45,3.63,3.39,3.57,172588,0.768662,4.4425,,197812.0875
"27-Jul-20",3.59,3.6,3.2,3.37,118391,0.774655,4.4902,,194298.237
"28-Jul-20",3.41,3.44,3.305,3.43,48075,0.84076,4.5101,,195562.212
"29-Jul-20",3.41,3.41,3.22,3.38,64763,0.909408,4.6198,,205598.1735
"30-Jul-20",3.32,3.45,3.31,3.38,35642,0.895052,4.5893,,198974.9445
"31-Jul-20",3.35,3.43,3.26,3.3,58205,0.989634,4.6806,204059,217353.141
"03-Aug-20",3.33,3.48,3.31,3.48,30531,0.99811,4.6598,,215608.8555
"04-Aug-20",3.48,3.48,3.3954,3.44,53652,1.047676,4.7357,,223546.6185
"05-Aug-20",3.46,3.47,3.35,3.41,33229,1.048018,4.7204,,220437.24
"06-Aug-20",3.41,3.48,3.28,3.45,41899,1.026734,4.609,,209238.4215
"07-Aug-20",3.47,3.67,3.42,3.65,68899,1.028525,4.4898,,202286.559
"10-Aug-20",3.65,3.7199,3.55,3.64,68850,0.988254,4.4215,,191921.964
"11-Aug-20",3.75,3.75,3.36,3.4,101620,0.924725,4.2328,,167124.321
"12-Aug-20",3.43,3.7999,3.43,3.58,166465,0.902944,4.1705,,163022.7351
"13-Aug-20",3.65,3.67,3.39,3.57,117462,0.94453,4.3255,,169124.0992
"14-Aug-20",3.52,3.52,3.4,3.45,32945,0.949992,4.3271,170624,166614.1735
"17-Aug-20",3.5,3.7,3.4301,3.55,92757,0.941444,4.3152,,164022.6242
"18-Aug-20",3.62,3.74,3.62,3.72,166117,0.936627,4.2481,,162553.3994
"19-Aug-20",3.72,3.72,3.645,3.68,31133,0.977799,4.1838,,160431.1858
"20-Aug-20",3.65,3.71,3.54,3.7,38004,1.038781,4.3249,,168818.0107
"21-Aug-20",3.65,3.7877,3.55,3.69,81091,1.064338,4.3523,,171552.4013
"24-Aug-20",3.69,3.69,3.55,3.65,61728,1.063908,4.3545,,171409.56
"25-Aug-20",3.67,3.72,3.54,3.7,30539,1.130396,4.3986,,184052.1088
"26-Aug-20",3.72,3.75,3.6,3.74,43982,1.117811,4.3481,,179854.7584
"27-Aug-20",3.73,3.86,3.55,3.56,145523,1.14759,4.4008,,183949.7344
"28-Aug-20",3.58,3.68,3.41,3.68,92974,1.135392,4.3507,,179121.0752
"31-Aug-20",3.61,3.64,3.54,3.58,53698,0.994511,4.0558,177341,154653.5936
"01-Sep-20",3.56,3.56,3.37,3.42,49533,0.940808,3.8968,,144655.0272
"02-Sep-20",3.4,3.53,3.26,3.32,35744,1.096022,3.973,,149722.56
"03-Sep-20",3.3,3.3,3.11,3.14,101640,1.082012,3.8664,,141549.6704
"04-Sep-20",3.1,3.1153,2.97,3.04,79934,1.069684,3.9172,,137198.7584
"07-Sep-20",,,,,,1.102193,3.9172,,137198.7584
"08-Sep-20",2.92,3.24,2.92,3.19,73191,1.116592,3.9184,,137881.2544
"09-Sep-20",3.2,3.53,3.12,3.51,66359,1.116901,4.0249,,135219.52
"10-Sep-20",3.43,3.56,3.31,3.34,63533,1.17142,4.0743,,160263.0617
"11-Sep-20",3.37,3.37,3.1301,3.19,62910,1.272397,4.2252,,173173.4865
"14-Sep-20",3.25,3.33,3.16,3.3,70456,1.36239,4.3058,,182554.8254
"15-Sep-20",3.23,3.335,3.22,3.24,24883,1.38049,4.308,174642,182625.7618
"16-Sep-20",3.24,3.41,3.04,3.21,28879,1.319463,4.2144,,172942.9432
"17-Sep-20",3.22,3.4,3.2,3.32,168742,1.348146,4.201,,174024.7233
"18-Sep-20",3.28,3.4378,3.25,3.39,42338,1.448004,4.2933,,182448.4208
"21-Sep-20",3.3,3.36,3.3,3.36,33625,1.499765,4.3335,,185605.0906
"22-Sep-20",3.325,3.37,3.1756,3.18,38048,1.501217,4.3231,,183725.276
"23-Sep-20",3.2,3.231,3.0332,3.06,50966,1.820606,4.5193,,220168.8515
"24-Sep-20",3.05,3.055,2.78,2.98,93160,1.845589,4.5232,,211386.6768
"25-Sep-20",2.93,3.01,2.8104,2.98,63623,1.913343,4.5524,,215019.2304
"28-Sep-20",2.99,3,2.89,2.98,47207,2.167596,4.515,,209151.2592
"29-Sep-20",3,3.01,2.91,2.94,64853,2.233696,4.5094,,214180.9488
"30-Sep-20",2.9747,3.045,2.9199,2.96,20864,2.599486,4.737,173109,246192.8274
"01-Oct-20",2.97,3.1,2.9,3.02,20604,2.568395,4.7134,,241774.3848
"02-Oct-20",2.93,3.2381,2.93,3.22,36244,2.557615,4.674,,237163.836
"05-Oct-20",3.27,3.28,3.06,3.16,26005,2.555664,4.6531,,234247.3146
"06-Oct-20",3.1,3.22,3.0765,3.12,33500,2.539311,4.6295,,230352.798
"07-Oct-20",3.15,3.26,3.12,3.21,14733,2.472491,4.5991,,223908.5082
"08-Oct-20",3.1894,3.2806,3.14,3.2,7623,2.414575,4.5477,,217272.1122
"09-Oct-20",3.2,3.52,3.2,3.49,181922,2.388268,4.5265,,151158.7788
"12-Oct-20",3.45,3.69,3.32,3.66,264061,2.62388,4.5216,,150604.83
"13-Oct-20",3.7,4.22,3.595,4.22,187151,2.53574,4.447,,147800.4642
"14-Oct-20",4.26,4.71,4.25,4.71,202091,3.001765,4.4364,,155053.7313
"15-Oct-20",4.75,5.26,4.44,5.16,102570,2.497769,4.0911,176294,126023.352
"16-Oct-20",5.13,5.79,5.13,5.18,129823,2.422387,4.098,,122232.2649
"19-Oct-20",5.2,5.5,4.84,4.98,68944,2.613858,4.1917,,128066.0382
"20-Oct-20",4.96,4.97,4.64,4.92,43875,2.602266,4.2449,,126646.5444
"21-Oct-20",4.85,4.94,4.59,4.86,157678,2.493424,4.1236,,120882.0147
"22-Oct-20",4.8,4.8,4.4,4.42,55146,2.591511,4.1917,,123721.0023
"23-Oct-20",4.44,4.44,4.1159,4.33,31215,2.584393,4.1404,,121487.8962
"26-Oct-20",4.22,4.22,3.96,3.98,16096,2.654182,4.1094,,167884.7762
"27-Oct-20",3.95,3.95,3.79,3.84,26954,2.675615,4.1048,,167620.3352
"28-Oct-20",3.7,4.22,3.675,4.09,33415,2.725588,4.1096,,167708.4822
"29-Oct-20",4.22,4.55,4.1,4.17,22565,2.720693,4.0825,,166492.0536
"30-Oct-20",4.26,4.26,3.88,4,39844,2.732465,4.0797,156672,166315.7596
"02-Nov-20",4.01,4.08,3.82,3.93,21023,4.704021,4.3253,,286142.7914
"03-Nov-20",3.99,4.39,3.9064,4.29,45328,4.660548,4.3151,,281982.253
"04-Nov-20",4.29,4.3322,4.1838,4.23,8247,4.730739,4.3237,,284855.8452
"05-Nov-20",4.26,4.57,4.26,4.4,21902,4.741993,4.312,,283551.2696
"06-Nov-20",4.46,4.46,4.26,4.43,10424,4.754255,4.3099,,282846.0936
"09-Nov-20",4.54,4.9,4.5036,4.79,76810,4.668442,4.2904,,279901.9838
"10-Nov-20",4.8,4.8,4.35,4.42,69312,4.666792,4.2896,,263584.9728
"11-Nov-20",4.21,5.1,4.0504,5,96782,4.638397,4.2896,,263584.9728
"12-Nov-20",5.45,5.92,5.08,5.82,504331,4.455867,4.3058,,275445.0432
"13-Nov-20",5.8,6.2,5.45,5.9,310422,4.283404,4.2989,143957,272421.2736
"16-Nov-20",6.17,6.17,5.77,5.88,76340,4.196733,4.2446,,267110.0928
"17-Nov-20",5.83,5.93,5.59,5.6,93406,4.400502,4.3634,,280912.896
"18-Nov-20",5.52,5.9099,5.52,5.6,27437,4.362271,4.3,,274959.36
"19-Nov-20",5.52,6.14,5.46,5.95,89227,4.26084,4.1869,,264509.3376
"20-Nov-20",5.99,6.13,5.84,5.86,39050,4.230454,4.1998,,263036.6208
"23-Nov-20",5.88,6.14,5.86,6.05,42836,4.671325,4.3714,,290438.5536
"24-Nov-20",6.08,6.14,5.965,6.06,56325,4.268757,4.2205,,139695.8728
"25-Nov-20",6.03,6.5,6.01,6.21,45782,3.575272,3.8875,,116633.9614
"26-Nov-20",,,,,,3.542809,3.8875,,116633.9614
"27-Nov-20",6.28,6.45,6.26,6.45,36095,3.473531,3.8255,,114172.2967
"30-Nov-20",6.46,6.79,6.41,6.65,77035,3.433851,3.7358,153020,110890.0771
"01-Dec-20",6.645,6.87,6.52,6.56,103814,3.27734,3.6251,,106945.6553
"02-Dec-20",6.51,6.85,6.5,6.82,54082,3.104153,3.6012,,101388.9151
"03-Dec-20",6.79,7.3243,6.75,7.15,156146,3.014957,3.5589,,100913.857
"04-Dec-20",7.25,7.31,7.01,7.15,50940,3.050939,3.552,,101086.6054
"07-Dec-20",6.91,7.1,6.91,6.98,40661,0.901676,1.6979,,29640.7463
"08-Dec-20",6.97,7.09,6.94,6.98,22520,0.732172,1.7248,,23796.0921
"09-Dec-20",6.99,7,6.79,6.91,16685,0.521615,1.8687,,23136.624
"10-Dec-20",6.94,7.15,6.8866,7.02,34476,0.832249,2.6345,,36663.592
"11-Dec-20",6.92,6.94,6.46,6.6,41285,0.836118,2.6345,,36663.592
"14-Dec-20",6.6,6.66,6.01,6.05,69786,0.540338,1.9188,,23733.402
"15-Dec-20",6.06,6.3,6.05,6.15,42996,0.539363,2.8335,133342,23549.778
"16-Dec-20",6.51,6.51,6.01,6.2,14243,0.432463,2.1014,,18836.762
"17-Dec-20",6.41,6.41,5.92,6.15,16555
"18-Dec-20",6.09,6.3,6.04,6.05,16733,0.616641,2.6089,,25936.89
"21-Dec-20",6.07,6.46,5.8,6.45,41378,0.618181,2.612,,25998.098
"22-Dec-20",6.4,6.75,6.4,6.49,16758,0.666928,2.6744,,27941.452
"23-Dec-20",6.56,6.86,6.5515,6.81,19541,0.804346,2.8892,,33557.286
"24-Dec-20",6.793,6.87,6.76,6.84,3288,0.714676,2.614,,167077.526
"25-Dec-20",,,,,,0.718556,2.614,,167077.526
"28-Dec-20",6.95,6.95,6.7401,6.76,13952,0.682695,2.5597,,156943.534
"29-Dec-20",6.84,6.84,6.52,6.62,19051,0.693045,2.5554,,158290.2882
"30-Dec-20",6.56,6.7789,6.54,6.74,12701,0.678254,2.4974,,153049.9476
"31-Dec-20",6.68,6.7,6.48,6.58,8403,0.681445,2.4809,131167,151703.1934
"01-Jan-21",,,,,,0.674238,2.4809,,151703.1934
"04-Jan-21",6.69,6.69,6.19,6.23,7044,0.680289,2.4536
"05-Jan-21",6.23,6.23,6,6.09,27970,0.665641,2.4418
"06-Jan-21",6.02,6.32,6.02,6.25,20299,0.715865,2.2899
"07-Jan-21",6.372,6.4,6.21,6.31,20578,0.713451,2.3024
"08-Jan-21",6.28,6.4,6.2222,6.33,9656,0.721959,2.312
"11-Jan-21",6.22,6.36,6.05,6.34,62816,1.388163,1.1942
"12-Jan-21",6.3571,6.985,6.3571,6.79,16908,1.461117,1.2846,,273889.8127
"13-Jan-21",6.87,6.98,6.65,6.9,12069,1.832106,1.3152,,322382.2526
"14-Jan-21",6.98,7.01,6.781,6.93,18637,1.220322,2.1559,,205355.0552
"15-Jan-21",6.94,6.95,6.68,6.73,31181,1.281488,2.1595,136180,205656.7393
"18-Jan-21",,,,,,1.329203,2.1595,,205656.7393
"19-Jan-21",6.85,6.87,6.3609,6.77,25193,1.330867,2.1708,,204200.7856
"20-Jan-21",6.75,6.78,5.88,6,57678,1.257138,2.1513,,192238.3552
"21-Jan-21",6.12,6.28,6,6.27,16583,1.22145,2.1033,,185234.0374
"22-Jan-21",6.24,6.55,6.06,6.55,50078,1.227146,2.0595,,179974.2407
"25-Jan-21",6.62,6.6999,6.51,6.61,35246,1.088135,1.825,,159551.5388
"26-Jan-21",6.718,6.78,6.51,6.57,15802,1.5066,2.0677,,218497.9886
"27-Jan-21",6.423,6.746,6.29,6.32,19174,1.621716,2.1168,,155885.246
"28-Jan-21",6.32,6.3479,6.06,6.24,16481,1.635214,2.1085,,156661.472
"29-Jan-21",6.1,6.2307,5.76,6.09,17053,1.637752,2.1047,129391,156089.516
"01-Feb-21",6.06,6.65,5.94,6.27,61589,1.61618,2.1074,,156470.82
"02-Feb-21",6.26,6.4743,6.14,6.16,15082,1.626446,2.1012,,155721.83
"03-Feb-21",6.15,6.38,6.14,6.25,30514,2.460639,1.3811,,236299.536
"04-Feb-21",6.23,6.39,6.21,6.35,14543,2.474931,1.3721,,235332.658
"05-Feb-21",6.18,6.78,6.18,6.61,122921,1.592925,2.1116,,157070.012
"08-Feb-21",6.795,8,6.64,7.38,160387,1.507568,2.0976,,157070.012
"09-Feb-21",7.43,8.5978,7.31,7.91,228205,1.474577,2.1056,,133893.8068
"10-Feb-21",8.03,8.41,7.8,7.95,38619,1.486946,2.1011,,133570.3293
"11-Feb-21",8,8,7.4854,7.62,27603,1.584115,2.1324,,140622.1388
"12-Feb-21",7.34,7.9,7.34,7.84,31813,1.476233,2.0798,114360,128601.7149
"15-Feb-21",,,,,,1.875371,2.0798,,128601.7149
"16-Feb-21",7.53,7.77,7.45,7.51,27014,1.898315,2.0769,,129403.9391
"17-Feb-21",7.41,7.95,7.41,7.88,20798,1.934345,2.0753,,129080.4616
